text,label
"Listening to the soundtrack at the moment, the images come back with a vividness that makes my longing for a dry eye very strong (in order to be able to type this). I've seen it twice thus far, and I should be ashamed for having seen it *only* twice.<br /><br />I've seen all Miyazaki & Studio Ghibli films, and they are invariably nothing less than masterpieces (except maybe for Nausicaa which was, even in the non-cut up version too premature compared to the nec-plus-ultra manga). Still, their strength sometimes becomes their weakness, as they tend to get too naive/positive (Chihiro), or, with more nuance, a bit too explicit/moralist (Mononoke). At least, compared to for example the other Ghibli master Takahata (Grave of the Fireflies / Only Yesterday / Raccoon Wars). But not this one.<br /><br />In Laputa, Miyazaki pours all the brilliant storytelling that tellers of tales have gathered and perfected over the ages, combined with a bit of morale, but nicely interwoven with not only a completely transcendental atmosphere, but also with the humor and amusement of for example Totoro. Every single main character is perfectly portrayed with their doubts and fears and their qualities that help them overcome difficulties. The pacing is so perfect that I know of nothing except a black hole that would be able to exert such a gravitational pull on your whole being. The story sets out as an action flic with mysteries hinted at, but when the girl falls from the sky, unconscious, floating with the stone, and the main theme kicks in, you get a glimpse of the grand mystery you're about to uncover, but the story then settles and gradually, over a number of carefully selected scenes of action and serene beauty, builds to an unforgettable climax of melancholy, hope, beauty - like, following days of sombre gloom, finally seeing the horizon on a clear morning, knowing the path walked, seeing the distance ahead, but smiling at the mere fact of being able to catch a glimpse of it.<br /><br />It is so like an exploding white light in your skull that if by the time the credits start rolling you have kept your eyes dry and your mind numb, you should see a therapist.<br /><br />Despite the fact that technically-image-wise some more recent Miyazakis might be more overwhelming, this to me remains his undisputed masterpiece. If you take a fraction of a second to realise that this was made back in 1986, you can only come to the conclusion that Hayao Miyazaki is a genius like a star that appears only once every 200 years. This of course has been suggested before, but to me this is his only film that can, on its own, fully illustrate that simple fact. If you miss this during your lifetime, you'll die with a huge gap - which would be a pity, as the coffin costs the same.",1
"- Contains miner spoilers - <br /><br />I have seen a number of decent Indie horror films such as The Hamiltons, The Boys Love Mandy Lane and Cabin Fever; unfortunately I felt Five Across the Eyes does not fall into this category. From start to finish the film is plagued with amateurish acting resonating from a very poor script, god only knows why the writer(s) thought dialogue such as ""No don't go out there; don't go out there she'll get you: if she gets you she'll kill you and if she kills you you're dead"" is of movie quality.<br /><br />This film displays very little character development and to be honest I couldn't care less about what pain and torture was inflicted upon them as they are just a group of ditsy college girls who show almost no redeeming qualities'. All they do is cry and whinge throughout the entire movie and if the girls aren't crying their arguing; when they do converse the topics are completely random: about dating boys or how one of the girls father was recently cremated (appropriate subjects when you're being chased by a psychotic killer).<br /><br />The soundtrack is also abysmal exhibiting corny techno music during both the start and end credits (although hearing the credit music knowing the end was nearing seemed like heaven).<br /><br />The camera-work is appalling and at times makes the film unwatchable. I'm guessing due to having little or no budget the director was limited to just one digital camera which resides in the girls' car almost the entire movie. I think this was an effort to stick the audience as close to the action as possible: to feel and experience what the girls are going through. But due to a very shaky camera, grainy picture and being too close to the action it can be hard to tell what is going on during action scenes and is simply chaotic. It's one thing to make a film subjective but it's another to have action on the screen that an audience can't decipher because of the poor cinematography.<br /><br />I understand that Five Across the Eyes is a low budget indie film but that does not excuse the extremely poor quality. There are no redeeming factors to this film: bad acting, poor scripting, shoddy camera-work and no story. In light off all this I decided to give the film 1 out of 10 as it left me very disappointed; wanting a meteor to hit the earth bringing me sweet relief. Its 94 minutes off stupid college girls crying, arguing, aimlessly running and having random inappropriate conversations. However, how many times do you get to see girls defecating into their hands and throwing the crap onto the windscreen of a chasing car.",0
"The cult of personality has elevated the status of Roger Corman, Sam Arkoff, Lloyd Kaufman etc. as kings of the B's. Because the folks at Crown International were so key, they haven't been elevated to the status they richly deserve. A film like THE VAN may now seem like a disposable piece of Drive-in esoteria, but it was a sizable hit when it was released (not to mention subsequent re-releases as a double feature with other Crown hits).<br /><br />THE VAN was a perfect example of Crown's hit strategy of seizing upon the mood of movie-goers at the time of a film's release. Here, it was sex, drugs, rock 'n roll and the brief ""Custom Van"" fad. As others have noted, it is ironic that the ""hit"" song in the film refers to a Chevy when the title vehicle is a Dodge in the film itself. I had a town Selectman where I was at the time even declare these vans to be ""dens of sin on wheels!"" A perfect ad line for the film!<br /><br />There are the usual assortment of ""good"" and ""bad"" girls, muscle-heads and low-brow hijinks (including a supporting bit by Danny DeVito). In many ways this isn't much different from the old Beach Party movies of the 60's, but now spiced up with Nudity and Drug use. Obviously done on a limited budget and a limited schedule, the film coasts along pleasantly enough with a breezy charm that compensates for some, by today's standards certainly, un-PC views of women.<br /><br />The classic touch is a Toaster for Bobby's den of sin on wheels. Yes, a Toaster! Hey, you gotta have something hot for those munchies!<br /><br />Grindhouse Fest.",0
"Wow. I have seen some really bad movies in my time, but this one truly takes the cake. It's the worst movie I've seen in the past decade - no exaggeration.<br /><br />As a US Army veteran of the war in Afghanistan, I found it nearly impossible to even finish watching this ridiculous film, not because it brought back memories - far from it - but because there was absolutely no attempt at ""authenticity"" to be found anywhere in the film. Not so much as the tiniest little shred. It seemed like it had been written by an 8 year-old child who got all his notions of war (and soldierly behavior) straight out of comic books. The film was made in Honduras, which should have been a clue, but even that can't fully explain the atrocious production values of this cliché-ridden piece of trash.<br /><br />I could try to list all the endless technical flaws, but it would take virtually forever. From the ancient unit shoulder patches which have not been seen or worn since WWII, and the character's name tags, like ""ColCollins"" (worn by the character ""Colonel Collins""), which was actually spelled using the reversed, mirror-image ""N"" of the Russian alphabet (not the US alphabet) the list just goes on and on. The uniforms, the equipment, the plot, and most especially the behavior of the characters themselves -- every single scene was just chock-full of ridiculous flaws, inaccuracies and utterly mindless clichés.<br /><br />Neither the storyline itself nor the characters were the least bit credible or believable. It was all laughably childish, in the extreme. This was obviously a movie that was meant to appeal strictly to pre-pubescent boys, and I have little doubt that even they would find this film utterly absurd.<br /><br />In short, this film has absolutely NO redeeming qualities at all. It's a total waste of time. I'd strongly advise anybody reading this to pass this garbage by; it's truly not worth wasting a single moment of your time for.",0
"In the very first episode of Friends, which aired 22 Sept 1994 ""The One Where Monica Gets A Roommate"" there is a song playing as Rachel sits in the window towards the end of the show, the line that plays is: ""If you ever need holding"".... does anyone know the artist singing or the title of the song? It is seems as if it is a great song....I would love to get a copy of it. Thanks for the assistance. I am looking for the album/cd it is on so I can purchase it. <br /><br />I have the shows which are available for purchase and enjoy this show over and over again. It just seemed to be believable...thanks for the hours of entertainment you have provided over the years.",1
"I grew up (b. 1965) watching and loving the Thunderbirds. All my mates at school watched. We played ""Thunderbirds"" before school, during lunch and after school. We all wanted to be Virgil or Scott. No one wanted to be Alan. Counting down from 5 became an art form. I took my children to see the movie hoping they would get a glimpse of what I loved as a child. How bitterly disappointing. The only high point was the snappy theme tune. Not that it could compare with the original score of the Thunderbirds. Thankfully early Saturday mornings one television channel still plays reruns of the series Gerry Anderson and his wife created. Jonatha Frakes should hand in his directors chair, his version was completely hopeless. A waste of film. Utter rubbish. A CGI remake may be acceptable but replacing marionettes with Homo sapiens subsp. sapiens was a huge error of judgment.",0
"Okay, I rented this movie because of the director...he has made some interesting flicks in the past (if you haven't seen Waxork you are missing a fun ride). Anyway, I had my doubts about this movie from the beginning but I decided to suck it up and give it a look. It's bad. Very bad. If you haven't seen the movie and don't mind spoilers read ahead. First of all, the old saying 'You can't judge a book by it's cover' applies here. The box for this flick seems to indicate that Jill is the stone fox with long hair with highlights. The back of the box has a cool shot of the red-leather Jill and some other shots. The description makes you want to rent the movie because it SOUNDS good. You start watching it and suddenly you find out that the movie takes place (inexplicably) in 1977. Jill is a total dog who is not the girl on the cover. The movie is not quite as predictable as you would think...and that's not a good thing. Characters do so many stupid things without any modicum of motivation...it's embarrassing to watch. 10 minutes before the end of the movie Dolph and another lady have sex for no good reason. Also, what was the point of having Dolph kill this other lady in cold blood who had been helping him. Anthony Hickox the director should have seen a stinker when he read the script. Had it been set in the underworld of the new milennium and made the characters halfway intelligent it might have been decent. To set it in the 70's makes no sense and has no bearing on the story whatsoever. Avoid it!",0
"Three girls (an all-female media-crew, including cult-actress Barbara Bach, no less) visiting a small town to cover a festival, end up renting rooms in a house they should have avoided like the plague. Well-made little shocker, suffering a bit from some redundant dialogue-scenes and a rather thin plot-line (that doesn't do very well in hiding its secrets). One underlying theme in particular is quite disturbing (as in: vintage shock-material), and this is basically what the film thrives on. Performances & cinematography are pretty much above par (compared to many other late 70's/early 80's films in the same vein), but what really makes me recommend this film is the fairly long climax-scene in the basement-setting. From the moment that ""Keller Junior"" character was introduced, his performance made my jaw drop open and it didn't close until the end of the film. A very pleasant surprise to see actor Sydney Lassick (who was funnily wacko in ""One Flew Over The Cuckoo's nest"", and now utterly demented in ""The Unseen"") take on one of the leading roles.",1
"Ironically, although he can do the ""splits"", Thomas is a complete stiff as an actor. <br /><br />This film is seared into my memory as one of the most side-splittingly cheesy and incompetent movies I have ever seen. As such, I'm actually rather fond of it. <br /><br />Still,the only reason this gets more than one star is that Thomas is great shape, and it's fun to see his tiny, muscular body performing various feats of gymnastic skill on the oddly shaped rocks and poles scattered about the East European country side (including the infamous ""pommel horse"" shaped well cap in the middle of a village square that Thomas uses to plant his feet in the faces of various insane villagers). But let the poor guy open his mouth and try to emote, and any illusion that he might have a film career is immediately dashed to bits. <br /><br />Thomas at least had the excuse that he wasn't really an actor. Everyone else in the film - actors, director, editor, camera guys, etc. is at least as bad, or even worse, and most of them are professionals. So Kurt doesn't come off quite as badly as you might think. <br /><br />I hope poor Kurt took the money and ran. If anyone ever asks him to perform in a martial arts film again, I'll bet that Thomas kicks the guy in the face.",0
"This was a wonderfully clever and entertaining movie that I shall never tire of watching many, many times. The casting was magnificent in matching up the young with the older characters. There are those of us out here who really do appreciate good actors and an intelligent story format. As for Judi Dench, she is beautiful and a gift to any kind of production in which she stars. I always make a point to see Judi Dench in all her performances. She is a superb actress and a pleasure to watch as each transformation of her character comes to life. I can only be grateful when I see such an outstanding picture for most of the motion pictures made more recently lack good characters, good scripts and good acting. The movie public needs heroes, not deviant manikins, who lack ingenuity and talent. How wonderful to see old favorites like Leslie Caron, Olympia Dukakis and Cleo Laine. I would like to see this movie win the awards it deserves. Thank you again for a tremendous night of entertainment. I congratulate the writer, director, producer, and all those who did such a fine job.",1
"This movie is a great way for the series to finally end. Peter (the boy from Puppet Master III) is all grown up and is now the Puppet Master. Well, this girl comes to destroy the puppets and learn Toulon's secrets but instead she listens to the story about the puppets. Most of this movie is footage from Puppet Master II, Puppet Master III, Puppet Master 4, Puppet Master 5, Curse of the Puppet Master, and Retro Puppet Master (sorry... But I guess Paramount wouldn't let them use scenes from 1). Personally I wish Puppet Master Vs. Demonic Toys would finally be made but the way this movie ends they basically say ""This is THE final movie in the series...""",1
